c1,c2,I,gamma1,x1,x2,U,success,P,E,S
13031.419323062139,3948.865024751537,51952.20837384799,0.99,5013.79629837818,-1470.246202661976,1196217086.5642297,False,563572401.007678,621025494.2879621,11619191.268589618
