simulation,opt_N,opt_f,opt_t,opt_x,opt_g1,opt_g2,opt_g3,n_feasible
2786,11000.0,50.0,9.0,0.0,2094629.9094956361,0.6242519702539313,0.947794764605018,11664
2787,11000.0,50.0,5.0,0.6000000000000001,1973278.0907891183,0.6001565928312316,0.9843715829168478,12234
2788,11000.0,50.0,14.0,0.0,3030702.0665306486,0.601984304320223,0.9442910789198501,10271
2789,11000.0,50.0,11.0,0.30000000000000004,2061315.293765705,0.6001738641448551,0.9669897451651092,10707
2790,11000.0,45.0,12.0,0.0,2885103.6004530615,0.6053526591063976,0.9448046034732591,10584
2791,11000.0,50.0,6.0,0.0,2434676.423626351,0.6074306572197754,0.9435628459070321,12204
2792,11000.0,50.0,11.0,0.30000000000000004,2785952.3867325364,0.6001592334049117,0.9670187412754495,10857
2793,12000.0,50.0,14.0,0.6000000000000001,2665673.6762127155,0.600182766682984,0.9851871647809941,10208
2794,11000.0,50.0,10.0,0.30000000000000004,2297985.9555649636,0.6000555445472384,0.9660002783765577,10554
2795,11000.0,50.0,9.0,0.30000000000000004,2822215.8784098164,0.6001272267570988,0.9668136690884124,11279
2796,11000.0,50.0,5.0,0.0,2134233.5822956683,0.6000933958247003,0.9487366194021107,12974
2797,11000.0,50.0,5.0,0.0,2183271.5839528767,0.6121555131879703,0.9414677172938101,13464
2798,11000.0,50.0,5.0,0.0,2765081.7326994296,0.6061547333619763,0.9479221284274256,12814
2799,11000.0,50.0,5.0,0.0,2875806.019285563,0.6009664938552164,0.9482287718472594,12744
2800,11000.0,50.0,5.0,0.0,2058302.6222644374,0.6089941778090509,0.9434607197959297,13284
2801,11000.0,50.0,4.0,0.0,2856115.8315405105,0.6160321097893968,0.9469468745478219,13554
2802,11000.0,50.0,15.0,0.30000000000000004,2274831.1667892346,0.6002127199281139,0.9646684184363039,10101
2803,11000.0,50.0,5.0,0.0,2639265.1708217966,0.6075842096754899,0.9450394936060648,12744
2804,11000.0,50.0,6.0,0.0,2706742.9480994837,0.6096594584019183,0.9386214362076244,13014
2805,11000.0,50.0,14.0,0.30000000000000004,2573510.272453238,0.6001865586351888,0.965165840540882,10186
2806,11000.0,45.0,11.0,0.2,2798024.8433506656,0.600255046568675,0.9534942901247155,10834
2807,11000.0,50.0,3.0,0.0,2439565.1583747678,0.6029597922132193,0.9455415017144698,13914
2808,11000.0,50.0,13.0,0.30000000000000004,2203498.3685004264,0.6001630647921576,0.9668359052362975,10265
2809,11000.0,50.0,10.0,0.30000000000000004,3055215.7787133334,0.6001266720689751,0.9660035708638369,11030
2810,11000.0,50.0,5.0,0.7000000000000001,2400049.5440766425,0.6001240862377732,0.9910108267716246,12854
2811,11000.0,50.0,8.0,0.0,2900132.283851567,0.6111101914501152,0.948378043421285,11484
2812,11000.0,50.0,9.0,0.30000000000000004,3077664.0256326394,0.6001280548478003,0.9672969726111236,11278
2813,11000.0,50.0,8.0,0.30000000000000004,2283445.1340223625,0.6001145000661474,0.9686488370893047,11442
2814,11000.0,45.0,5.0,0.0,2228542.6547335116,0.6000195587222933,0.9438719267022837,14004
2815,11000.0,50.0,8.0,0.30000000000000004,3061760.5452483622,0.6001220338127713,0.9669161336324428,11451
2816,11000.0,50.0,14.0,0.30000000000000004,2397090.3196185725,0.6001941990152448,0.9660282027766293,10182
2817,11000.0,50.0,8.0,0.0,1979186.6657183163,0.6059131069364925,0.9435136420477175,11484
2818,11000.0,50.0,3.0,0.0,2692940.0902753207,0.6022176889905038,0.9462910096458641,14004
2819,11000.0,50.0,11.0,0.0,3095146.527856541,0.6008341410886573,0.9436537272032587,10404
2820,11000.0,50.0,11.0,0.30000000000000004,3042681.035033645,0.6001355622892258,0.9657520222078707,10691
2821,10000.0,50.0,7.0,0.0,1966319.632487812,0.6165204447093617,0.9394606601747865,11844
2822,11000.0,45.0,10.0,0.0,2506592.2588084256,0.6016613510999427,0.9419484678645814,11304
2823,11000.0,50.0,13.0,0.30000000000000004,2494952.750538932,0.6002099267957124,0.9656016704111879,10353
2824,11000.0,50.0,13.0,0.30000000000000004,2554976.1057154546,0.6001550559711881,0.964846192709522,10274
2825,11000.0,50.0,9.0,0.0,2750359.76213228,0.6004429838538778,0.9479993018306824,11214
2826,11000.0,50.0,9.0,0.30000000000000004,2360640.548525047,0.6001383011325657,0.96749406268794,11406
2827,11000.0,50.0,10.0,0.30000000000000004,2583393.2213901514,0.6001325832131776,0.9659564872967373,11110
2828,12000.0,50.0,13.0,0.6000000000000001,2339487.6399592613,0.6001975278340135,0.9852348259939124,10297
2829,11000.0,50.0,7.0,0.0,2804794.201784704,0.6037831617007898,0.9475278823992893,11934
2830,11000.0,50.0,9.0,0.30000000000000004,2666326.1241214387,0.6001230932906456,0.9675295848749066,11275
2831,11000.0,50.0,6.0,0.0,2979806.5531275794,0.601818566314376,0.9519736482891668,12709
2832,11000.0,50.0,10.0,0.30000000000000004,3004272.0543326233,0.6001262988821789,0.9668634249912097,10855
2833,11000.0,50.0,9.0,0.30000000000000004,2039024.9842821425,0.6001567593507877,0.9682946688666809,11273
2834,11000.0,50.0,10.0,0.30000000000000004,3114978.1637366624,0.6001251259711884,0.9663205073126427,11197
2835,11000.0,45.0,12.0,0.0,3031565.4040012527,0.6010870827051498,0.9433102907997779,10494
2836,11000.0,50.0,6.0,0.30000000000000004,2668207.7883245465,0.6001026930879791,0.9687630084871388,12205
2837,11000.0,50.0,6.0,0.0,2190234.3668338796,0.616442050605174,0.9419993788893508,13054
2838,11000.0,50.0,5.0,0.0,1968095.3214556032,0.6149267138607009,0.9490463233058448,12954
2839,11000.0,45.0,7.0,0.0,2112357.847789916,0.6025967408622749,0.948652802193343,12654
2840,11000.0,50.0,8.0,0.0,1950978.7111181656,0.6143230101760992,0.9466438369674567,11674
2841,11000.0,50.0,8.0,0.0,2606173.5777456798,0.60998899538191,0.9442393194076217,11664
2842,11000.0,50.0,8.0,0.0,2300422.558596117,0.602496109114713,0.9503630308768265,12119
2843,11000.0,50.0,9.0,0.0,1966249.6343879038,0.6197818336884755,0.9392525358069908,11394
2844,11000.0,50.0,7.0,0.0,2263692.983377424,0.6153525871413484,0.9466617628927693,11754
2845,11000.0,50.0,5.0,0.0,2589113.0278349333,0.6094435654757607,0.9440837843237924,12744
2846,11000.0,50.0,9.0,0.30000000000000004,2775645.928580704,0.600113153899699,0.9675159715088127,11362
2847,11000.0,50.0,6.0,0.0,2662461.073210189,0.6088926838461801,0.9437149717165665,12384
2848,11000.0,50.0,8.0,0.0,2861702.696673677,0.6144881871441866,0.9406918014737402,12034
2849,11000.0,50.0,15.0,0.30000000000000004,2903017.30213177,0.600197018826462,0.9643626796526175,10099
2850,11000.0,50.0,6.0,0.0,2942551.5875772107,0.6128745152853845,0.9459668223186058,12564
2851,11000.0,50.0,4.0,0.0,2755771.2967006722,0.6149957669827587,0.9432491154915674,13914
2852,11000.0,50.0,11.0,0.30000000000000004,2941198.1669949703,0.60018401820105,0.9666056004985636,10775
2853,11000.0,50.0,10.0,0.0,2133263.3872982776,0.602191093476885,0.9457453947037125,10764
2854,11000.0,50.0,11.0,0.30000000000000004,2955539.232176573,0.6001259775067587,0.9667450270773992,10858
2855,11000.0,50.0,11.0,0.30000000000000004,2285630.887752432,0.600161644640532,0.9665716003486658,10607
2856,11000.0,50.0,5.0,0.30000000000000004,2201598.063456212,0.600134861743312,0.9693023346242905,12620
2857,11000.0,50.0,9.0,0.0,3031483.6234517726,0.601918545208376,0.9452745037309341,11214
2858,11000.0,50.0,7.0,0.0,2826262.875246009,0.6161996407207102,0.9472321394741091,11754
2859,11000.0,50.0,9.0,0.0,2444199.339579928,0.601099050727954,0.9493208318639487,11447
2860,11000.0,50.0,10.0,0.30000000000000004,2848427.9075908046,0.6001228776862395,0.9670812014156698,11099
2861,11000.0,50.0,9.0,0.30000000000000004,2119091.8474875316,0.6001564933664265,0.9685624267949711,11104
2862,11000.0,50.0,11.0,0.0,2461573.6282703746,0.6065771810161532,0.9489160648842454,10314
2863,11000.0,50.0,8.0,0.30000000000000004,2278050.438976141,0.6001475430958034,0.9676165980589739,11698
2864,11000.0,50.0,4.0,0.7000000000000001,2175825.3217660887,0.6000200858680845,0.9892569808188276,13214
2865,11000.0,50.0,12.0,0.30000000000000004,2879589.4028978073,0.6001872858704572,0.9651068668630651,10527
2866,11000.0,50.0,9.0,0.0,2720528.1307021156,0.6081136561782856,0.9437592325268264,11304
2867,11000.0,50.0,12.0,0.30000000000000004,2898568.217304617,0.6001569258782951,0.9647194431039965,10442
2868,11000.0,50.0,8.0,0.0,2004535.398908719,0.6252489123326085,0.9432763770479458,12204
2869,11000.0,50.0,12.0,0.1,2297330.058240217,0.6000594941548554,0.9546802942578014,10593
2870,11000.0,50.0,6.0,0.30000000000000004,2801715.719339085,0.6001013517773583,0.9692745783794491,12625
2871,11000.0,50.0,7.0,0.30000000000000004,2353970.9688376784,0.6001095501270666,0.9685790640545051,11834
2872,11000.0,50.0,9.0,0.0,2139423.366028066,0.6213625058043079,0.9497653676918643,11574
2873,11000.0,50.0,7.0,0.30000000000000004,2133443.820617449,0.6001067196545955,0.9684363996737368,11778
2874,11000.0,50.0,9.0,0.30000000000000004,2814569.144846516,0.6001466031134925,0.9671321476265331,11111
2875,11000.0,50.0,10.0,0.30000000000000004,2118427.670744221,0.6001603154496914,0.9674878965595547,10855
2876,11000.0,50.0,6.0,0.0,2004572.6338886502,0.6107167339321583,0.9457094527889857,12834
2877,11000.0,50.0,15.0,0.30000000000000004,2300167.608809496,0.6001689401655619,0.9635759949310091,10103
2878,11000.0,50.0,8.0,0.30000000000000004,2895664.3713723947,0.6001320350120323,0.9679073949180691,11308
2879,11000.0,50.0,13.0,0.0,2435245.0190746337,0.6009674377855677,0.9483435892614978,10434
2880,11000.0,50.0,11.0,0.0,2529175.4081762284,0.6018296541929697,0.9484968376710904,10857
2881,11000.0,50.0,10.0,0.30000000000000004,2695320.4306531954,0.6001633010094252,0.9669080896080319,10859
2882,11000.0,50.0,9.0,0.0,2137343.576729851,0.6221903171830132,0.9472434280001667,11304
2883,11000.0,50.0,5.0,0.0,2773613.950114907,0.6176081740692075,0.9483133132509932,13194
2884,11000.0,50.0,4.0,0.0,2172967.6475591324,0.6197047534943356,0.9446762829645728,13284
2885,11000.0,50.0,7.0,0.30000000000000004,2259018.1578382114,0.6000993199752072,0.9677346598841992,12120
2886,11000.0,50.0,10.0,0.0,3008026.9551074,0.6048455029212227,0.9465716662787823,10844
2887,11000.0,50.0,8.0,0.0,2698413.8495886666,0.6105294577106128,0.9395819267037935,11504
2888,11000.0,50.0,13.0,0.0,2602428.2512697796,0.6095040897555728,0.9460010406450614,9864
2889,11000.0,50.0,9.0,0.30000000000000004,2039941.3395013702,0.6001614813322252,0.9678547404133188,11361
2890,11000.0,50.0,15.0,0.30000000000000004,2893444.0721975276,0.6001779211570325,0.9658755706249743,10098
2891,11000.0,50.0,10.0,0.0,2006814.05291336,0.6097547661629368,0.9475802023840555,10764
2892,11000.0,50.0,15.0,0.30000000000000004,2744704.8355452013,0.6002102479304853,0.9637923373473785,10102
2893,11000.0,50.0,13.0,0.0,2131837.27767759,0.6015330924282745,0.9468117482226179,10437
2894,11000.0,50.0,9.0,0.0,3011181.735823914,0.6058083029140118,0.9494722560584695,10944
2895,11000.0,50.0,10.0,0.0,2983004.3419972733,0.6115344602335894,0.9488537639738371,10764
2896,11000.0,50.0,14.0,0.30000000000000004,2290892.1349845836,0.6001452573099397,0.966943192787568,10180
2897,11000.0,50.0,7.0,0.0,2990636.556336069,0.6055343486300213,0.944831356096404,11754
2898,11000.0,50.0,4.0,0.0,2402576.926964688,0.6211392544314522,0.9446100908624148,13684
2899,11000.0,50.0,11.0,0.30000000000000004,2486488.913707899,0.6001446378141715,0.9658913294279803,10690
2900,11000.0,50.0,10.0,0.0,2716431.6196554787,0.6215744422734637,0.9465922968385762,10944
2901,11000.0,50.0,12.0,0.30000000000000004,3072262.58269199,0.6001463328171277,0.9641769009988408,10527
2902,11000.0,50.0,8.0,0.0,2675979.4621700165,0.6158152514525459,0.9383291888974222,11934
2903,11000.0,50.0,12.0,0.30000000000000004,2892780.604412194,0.6001882375809127,0.9663487684098709,10437
2904,11000.0,50.0,7.0,0.6000000000000001,3074785.846350863,0.600024774892151,0.9862697336587483,11733
2905,11000.0,50.0,9.0,0.30000000000000004,2426387.7174391383,0.6001086411203352,0.9673966357019789,11111
2906,11000.0,50.0,6.0,0.0,2990910.665178096,0.6140466330584651,0.9481150757723679,12564
2907,11000.0,50.0,13.0,0.30000000000000004,2439359.922843327,0.6001593695367407,0.965450212354903,10353
2908,11000.0,50.0,8.0,0.0,2624983.996104896,0.6152345110999926,0.9483305108476672,11574
2909,11000.0,50.0,11.0,0.30000000000000004,3058101.595613109,0.600177170821471,0.9660626331216683,10689
2910,11000.0,50.0,9.0,0.30000000000000004,2719352.924967303,0.6001570911924383,0.966448386414294,11450
2911,11000.0,50.0,8.0,0.0,1975847.9229877281,0.6131006630334837,0.9386711410635677,11574
2912,11000.0,50.0,6.0,0.0,2781488.871311129,0.6204797587263591,0.9475231266745806,12204
2913,11000.0,50.0,10.0,0.0,2550894.338867274,0.6074026102366922,0.9466249690962858,10854
2914,11000.0,50.0,7.0,0.30000000000000004,2104934.8562893854,0.6001256029628228,0.9691460892106741,11776
2915,11000.0,50.0,6.0,0.0,2959499.2207202166,0.6039382277072964,0.9501808862197242,12294
2916,11000.0,50.0,5.0,0.0,2553548.0607625735,0.6146633629644445,0.9485800311220726,13084
2917,11000.0,50.0,9.0,0.0,2671029.2122206613,0.6144653147972272,0.9414694223442215,11414
2918,11000.0,50.0,11.0,0.30000000000000004,2249589.9652214246,0.6001514087130866,0.9659984168890674,10606
2919,11000.0,50.0,12.0,0.30000000000000004,2177625.906682841,0.600165773073908,0.9671739313190578,10433
2920,11000.0,50.0,8.0,0.0,2733752.732367895,0.6093915406125492,0.9438147505160616,11664
2921,11000.0,50.0,14.0,0.30000000000000004,2438237.0966275083,0.6001443506666434,0.966323266574139,10182
2922,11000.0,50.0,5.0,0.0,2276164.1681561987,0.6113936370605306,0.9459013372165724,12564
2923,11000.0,50.0,6.0,0.30000000000000004,2268805.7114063976,0.6000916242803092,0.9687192075898934,12570
2924,11000.0,50.0,6.0,0.30000000000000004,2552712.633735386,0.6000996887222869,0.9690606606305479,12283
2925,11000.0,50.0,7.0,0.0,2182347.2120062504,0.6115918626262764,0.9400274731583291,11934
2926,11000.0,50.0,7.0,0.30000000000000004,2370352.2803042764,0.6001026752831622,0.9687449871363861,11778
2927,11000.0,45.0,5.0,0.0,2601936.880658074,0.6021690015348959,0.9444235091711977,14004
2928,11000.0,50.0,11.0,0.0,2815343.7337793987,0.6137050828291819,0.9439712552995521,10584
2929,11000.0,50.0,13.0,0.0,2775636.617517166,0.6002868551213367,0.9449094941570734,10442
2930,11000.0,50.0,12.0,0.30000000000000004,2423710.531064492,0.600166294606452,0.9665032553297553,10434
2931,11000.0,50.0,12.0,0.30000000000000004,2558962.8846586403,0.600142355305013,0.9663572400554075,10434
2932,11000.0,50.0,8.0,0.0,2161207.5304974997,0.6230342499436949,0.9420189223194118,12204
2933,11000.0,50.0,12.0,0.0,2607206.7126175677,0.6028129022272145,0.9471702126681439,10606
2934,11000.0,50.0,8.0,0.0,1995446.6132318773,0.6138792442589152,0.9427015671290854,12054
2935,11000.0,50.0,13.0,0.30000000000000004,2095645.7254196694,0.6001575624041526,0.9669385002598012,10350
2936,11000.0,50.0,10.0,0.0,2868091.6470864466,0.6189905875438861,0.9483500370105241,11064
2937,11000.0,50.0,4.0,0.0,2611608.0581592126,0.6030502188511884,0.9436852799726574,12884
2938,11000.0,50.0,10.0,0.30000000000000004,2276690.357559967,0.6001586781253019,0.9669959682934358,11109
2939,10000.0,50.0,4.0,0.0,1875793.725663974,0.6210609472724385,0.9442057035526266,13284
2940,11000.0,45.0,8.0,0.0,2763927.1182891945,0.6083494678572408,0.9420742818039705,12474
2941,11000.0,50.0,15.0,0.30000000000000004,2739315.915816275,0.6001806786181672,0.9642963224521586,10101
2942,11000.0,50.0,12.0,0.0,2114240.034232536,0.6002674908591614,0.949012376406995,10518
2943,12000.0,50.0,13.0,0.7000000000000001,2469620.4125866853,0.6000132345932105,0.9913963369695106,10371
2944,11000.0,50.0,9.0,0.0,2454742.0756545477,0.6141091134115318,0.9450556482059754,11574
2945,11000.0,50.0,7.0,0.30000000000000004,3101735.797783625,0.6001130326143291,0.9673943785093664,11965
2946,11000.0,50.0,12.0,0.1,2101701.8111730986,0.6000002506965474,0.9538016669918876,10595
2947,11000.0,50.0,7.0,0.0,2700425.2816182384,0.6143778764249472,0.9424438753712718,12204
2948,11000.0,50.0,7.0,0.0,2182985.4648641204,0.6024501128037019,0.9488350456974829,11894
2949,11000.0,50.0,6.0,0.30000000000000004,2759521.034642188,0.6000899033229579,0.9681677219620319,12328
2950,11000.0,50.0,7.0,0.0,2872823.375060926,0.6080198310245064,0.9400492814681053,12344
2951,11000.0,50.0,13.0,0.30000000000000004,2767822.960357109,0.6001635009315439,0.9648622906704695,10354
2952,11000.0,45.0,7.0,0.0,2361804.1155381184,0.6060819897966876,0.9404925822782909,13044
2953,11000.0,50.0,11.0,0.30000000000000004,2132366.8422211013,0.6001424042893866,0.9669196360432424,10773
2954,11000.0,50.0,10.0,0.30000000000000004,2390064.9146510074,0.6001251633201753,0.9665189948189771,10859
2955,11000.0,50.0,6.0,0.0,2531139.9761634534,0.6014788274556143,0.9406317582212168,12204
2956,11000.0,50.0,8.0,0.0,1948570.4280897048,0.6223203389103386,0.9494637293232815,11934
2957,11000.0,50.0,8.0,0.0,2381028.411985601,0.6048751108030943,0.9441248489756511,11304
2958,11000.0,50.0,8.0,0.0,2769621.005670945,0.6077110250344182,0.9411828100591966,11394
2959,11000.0,50.0,14.0,0.30000000000000004,2215202.1325701643,0.6002027509757026,0.9657796500692636,10183
2960,11000.0,50.0,8.0,0.0,2234118.0150109297,0.6096724357097638,0.946164417916026,11664
2961,11000.0,50.0,8.0,0.30000000000000004,2207594.045485853,0.6001151533853195,0.9679796345981263,11530
2962,11000.0,50.0,12.0,0.0,2573436.405042561,0.6006931673524817,0.9465925647331936,10596
2963,11000.0,50.0,11.0,0.30000000000000004,2975277.96837247,0.6001332431775445,0.9668056390433106,10773
2964,11000.0,50.0,10.0,0.7000000000000001,2233584.7137137996,0.6002401068233867,0.9917528543435014,10514
2965,11000.0,50.0,10.0,0.0,2405190.631964023,0.6047258582269364,0.9445214271790644,10764
2966,11000.0,45.0,9.0,0.7000000000000001,2736535.677328752,0.6001145892625395,0.987564164822553,11594
2967,11000.0,50.0,13.0,0.30000000000000004,2753795.926770503,0.6001649306654746,0.9648820996542206,10354
2968,12000.0,50.0,10.0,0.5,2297679.1762781413,0.6001209523391358,0.9795877390121819,11063
2969,11000.0,50.0,12.0,0.0,2122216.769670242,0.6005669494202402,0.9487229393071736,10518
2970,11000.0,50.0,6.0,0.0,2124758.0422659707,0.6097874350535086,0.9417842598424511,12744
2971,11000.0,50.0,8.0,0.0,2887004.4143324853,0.6062597376827122,0.9446197659277626,11664
2972,11000.0,50.0,6.0,0.0,2207792.1488873884,0.6088084165795571,0.9437720746099308,12834
2973,11000.0,45.0,10.0,0.7000000000000001,2932555.6702503804,0.6000764676113965,0.9869972757625903,11324
2974,11000.0,50.0,13.0,0.0,2348138.5931834015,0.6020959647353863,0.9465523746632843,10437
2975,11000.0,50.0,12.0,0.30000000000000004,2882662.33842397,0.6001853594784841,0.9664363058667659,10605
2976,11000.0,50.0,14.0,0.30000000000000004,2463585.917028222,0.6001877771416444,0.9641726699873705,10186
2977,11000.0,50.0,12.0,0.30000000000000004,2906171.0375988954,0.6001586237878097,0.9660969947101193,10519
2978,11000.0,50.0,6.0,0.0,1960338.66723881,0.609318487654497,0.9515477157720122,12654
2979,11000.0,50.0,9.0,0.0,2348657.457842675,0.6019782431542482,0.9490323045427005,10944
2980,11000.0,50.0,14.0,0.30000000000000004,2596390.9682053356,0.6001774224241251,0.9645851723455343,10186
2981,11000.0,50.0,12.0,0.30000000000000004,2517705.3125586445,0.6001511438666616,0.9652619152934853,10523
2982,11000.0,50.0,10.0,0.30000000000000004,2890275.0453091315,0.6001721717021344,0.9662857083199642,11031
2983,11000.0,50.0,9.0,0.0,2332499.883810253,0.6026494897565065,0.9447888319033448,11034
2984,11000.0,50.0,8.0,0.0,2799211.5156630888,0.6111152914535292,0.9482512843257264,11664
2985,11000.0,50.0,11.0,0.30000000000000004,2452041.6729471153,0.6001392676709449,0.9668360988915707,10689
2986,11000.0,50.0,10.0,0.30000000000000004,3064414.8593129907,0.6001322181235904,0.9657373220383235,11198
2987,11000.0,50.0,5.0,0.0,2846151.6776896804,0.6040709407450469,0.9401559494574728,13464
2988,11000.0,50.0,6.0,0.0,2325301.848515552,0.6039786535224188,0.946852354923557,12474
2989,11000.0,45.0,10.0,0.0,2754925.9015538483,0.6068929471507952,0.9431466571487171,11394
2990,11000.0,50.0,10.0,0.0,2051068.060213523,0.6168396571089625,0.9455318378817885,10854
2991,11000.0,50.0,9.0,0.0,2236411.7350882473,0.6007663046704795,0.9499490267411924,11445
2992,11000.0,50.0,9.0,0.30000000000000004,2543136.7231381782,0.6001623787327273,0.9676198219983578,11372
2993,11000.0,50.0,10.0,0.0,2547654.9651138326,0.6131837608634713,0.9464582735359159,10764
2994,11000.0,45.0,7.0,0.30000000000000004,1932111.5145805725,0.6001000102591887,0.9626797357433587,12624
2995,11000.0,50.0,12.0,0.0,3033180.478550262,0.6021313430770416,0.9473984323346666,10607
2996,11000.0,50.0,7.0,0.0,2921182.5920100426,0.6086203621098807,0.9468288181867187,12204
2997,11000.0,50.0,11.0,0.30000000000000004,2444952.327455128,0.6001418748340883,0.9674738118495925,10602
2998,11000.0,50.0,8.0,0.30000000000000004,2097164.043873957,0.6001056672396915,0.9684912234582789,11442
2999,11000.0,50.0,11.0,0.30000000000000004,2240076.8072451483,0.6001877127694379,0.9667404645003613,10606
3000,11000.0,50.0,10.0,0.0,2246674.627672623,0.6183845218741764,0.9418524357817925,10944
3001,11000.0,50.0,6.0,0.0,2839322.8471182417,0.606601786151485,0.9394440329991653,12834
3002,11000.0,50.0,10.0,0.30000000000000004,2660399.320772121,0.6001307667695086,0.9672353571008043,11025
3003,11000.0,50.0,8.0,0.30000000000000004,2606144.671867787,0.6001019618109329,0.9671410709677545,11699
3004,11000.0,50.0,9.0,0.30000000000000004,2449676.0909581645,0.6001193365520054,0.9678474071677553,11274
3005,11000.0,50.0,13.0,0.0,2647408.9479187746,0.601999050146633,0.9471729624977384,10437
3006,11000.0,50.0,14.0,0.30000000000000004,2583826.591552341,0.6002201830008452,0.9638484965795021,10186
3007,11000.0,50.0,8.0,0.0,2730550.60056809,0.6025720026611328,0.9405990892914445,11484
3008,11000.0,50.0,13.0,0.30000000000000004,2699101.348028185,0.600200561014147,0.9645452727182282,10274
3009,11000.0,50.0,14.0,0.30000000000000004,2409613.440488683,0.6001530095847338,0.965483401295288,10185
3010,11000.0,50.0,15.0,0.30000000000000004,2706587.030104983,0.6001773350349091,0.9637405710623859,10102
3011,11000.0,50.0,7.0,0.7000000000000001,2023670.2414174639,0.6000968325869283,0.9900548487652223,11774
3012,11000.0,50.0,7.0,0.0,2176663.9897543313,0.6171592998847881,0.9460374498121246,12474
3013,11000.0,50.0,11.0,0.30000000000000004,3161256.135075612,0.6001616564975245,0.9651050828866299,10693
3014,11000.0,50.0,6.0,0.30000000000000004,2453003.110816184,0.600087378664831,0.9688396724113221,12627
3015,11000.0,50.0,13.0,0.30000000000000004,2829547.746420323,0.6001643735085294,0.9647514696515811,10270
3016,11000.0,45.0,7.0,0.0,2835926.851042012,0.6039706628787171,0.9418617189544861,13094
3017,11000.0,50.0,8.0,0.0,2319858.610285296,0.6048704762588089,0.9464004760438169,11724
3018,11000.0,50.0,11.0,0.0,3000795.0923777698,0.6042807562879159,0.9433670629480664,10314
3019,11000.0,50.0,6.0,0.0,2083658.504083529,0.6178452184601748,0.9500847248059597,12204
3020,11000.0,50.0,11.0,0.30000000000000004,2500979.0421050075,0.600172348635994,0.9674599546810397,10602
3021,11000.0,50.0,9.0,0.30000000000000004,2613590.3608797044,0.6001547034006942,0.9677747422367807,11163
3022,11000.0,50.0,8.0,0.0,2717844.795213153,0.6264946162346553,0.943296644035043,12114
3023,11000.0,50.0,9.0,0.30000000000000004,2327396.1477735685,0.6001464413750008,0.967703209813324,11025
3024,11000.0,50.0,5.0,0.7000000000000001,2156787.8256249647,0.6000012112855359,0.9874606453180573,12854
3025,11000.0,50.0,8.0,0.0,2820091.1477345666,0.6153718067867028,0.9493417295473432,11574
3026,12000.0,50.0,10.0,0.30000000000000004,2983823.4482807876,0.6001283144063035,0.9666225537868455,11168
3027,11000.0,50.0,9.0,0.30000000000000004,2323984.3517463584,0.600148148931563,0.9683397604642879,11358
3028,11000.0,50.0,9.0,0.30000000000000004,2688337.2751078005,0.6001346896656617,0.9675238807140232,11314
3029,11000.0,50.0,7.0,0.30000000000000004,2915734.8169002943,0.6000986176635033,0.9686593220370607,11779
3030,11000.0,50.0,14.0,0.30000000000000004,3099538.338350625,0.600210947079348,0.965064708229327,10187
3031,11000.0,50.0,6.0,0.4,2640399.272804508,0.6001472538207626,0.9735827885399831,12164
3032,11000.0,50.0,7.0,0.0,2086600.1571841326,0.6107018793386063,0.9451366269766608,12114
3033,11000.0,50.0,10.0,0.30000000000000004,2482305.792861753,0.6001612888198244,0.966683258018123,10943
3034,11000.0,50.0,9.0,0.30000000000000004,2201115.027334395,0.6001004006199517,0.9673549130361744,11184
3035,11000.0,50.0,11.0,0.0,2769380.889499779,0.6170026576219625,0.9469881460245689,10584
3036,11000.0,50.0,7.0,0.2,2146476.8820040473,0.6001908334803491,0.9629391949913085,11778
3037,11000.0,50.0,6.0,0.0,2589565.0789165264,0.6084684097668343,0.9491560503956397,12204
3038,11000.0,50.0,15.0,0.30000000000000004,2187765.3089801986,0.6001924260070013,0.9657563476154019,10098
3039,11000.0,50.0,8.0,0.0,2225977.4571983414,0.6106426943492875,0.9451490868838455,11304
3040,11000.0,50.0,7.0,0.0,3038598.5691609993,0.6120296348333929,0.9509449969358895,12114
3041,11000.0,50.0,7.0,0.30000000000000004,3085903.816287037,0.600124672150767,0.9681355639437729,11782
3042,11000.0,50.0,14.0,0.30000000000000004,2427129.1844959557,0.6001610290159677,0.9637208312990991,10186
3043,11000.0,50.0,8.0,0.0,1950664.7610762056,0.6042396536871775,0.9460710432911594,11484
3044,11000.0,50.0,4.0,0.0,2484537.822424967,0.6010686717003948,0.9422226742531473,13824
3045,11000.0,50.0,10.0,0.0,2933355.460338347,0.6079635680690232,0.93814567231228,10764
3046,11000.0,50.0,6.0,0.0,2275244.4223831203,0.6066668607402532,0.9474502779446062,12464
3047,11000.0,50.0,10.0,0.30000000000000004,2498257.832802332,0.6001440595327678,0.9664902679094227,11079
3048,11000.0,50.0,10.0,0.30000000000000004,2407634.702500017,0.6001636814463067,0.9675617613414237,10854
3049,11000.0,50.0,8.0,0.30000000000000004,2546053.165714058,0.6001402745581508,0.9680140513614512,11610
3050,11000.0,50.0,11.0,0.30000000000000004,2039235.1309549916,0.6001387753032359,0.9678932544922726,10757
3051,11000.0,50.0,10.0,0.0,1974085.9468250612,0.6097706603123358,0.9454968664268615,10764
3052,11000.0,50.0,11.0,0.30000000000000004,2953753.7798002614,0.6001397308903722,0.9656693076262964,10745
3053,11000.0,50.0,10.0,0.30000000000000004,2433181.1199991265,0.600151087444744,0.9668289432396899,10939
3054,11000.0,50.0,8.0,0.4,2069239.8604304343,0.6000880628002931,0.9744485103811985,11228
